TIME	OPEN	CLOSE	HIGH	LOW	VOLUME
1262930400	1.34949	1.37272	1.3863	1.33613	0.0
1262934000	1.37272	1.37435	1.37899	1.36809	0.0
1262937600	1.37435	1.37305	1.3985	1.34893	0.0
1262941200	1.37305	1.38681	1.38702	1.37284	0.0
1262944800	1.38681	1.39879	1.40724	1.37844	0.0
1262948400	1.39879	1.40913	1.41013	1.39781	0.0
1262952000	1.40913	1.38038	1.41387	1.37574	0.0
1262955600	1.38038	1.37031	1.38899	1.36177	0.0
1262959200	1.37031	1.38013	1.38203	1.36842	0.0
1262962800	1.38013	1.36051	1.39138	1.34941	0.0
1262966400	1.36051	1.33628	1.36083	1.33597	0.0
1262970000	1.33628	1.33661	1.34668	1.32622	0.0
1262973600	1.33661	1.34067	1.35074	1.32658	0.0
1262977200	1.34067	1.33371	1.34641	1.32801	0.0
1262980800	1.33371	1.33187	1.34287	1.32273	0.0
1262984400	1.33187	1.33733	1.34252	1.3267	0.0
1262988000	1.33733	1.33944	1.34182	1.33495	0.0
1262991600	1.33944	1.36249	1.37101	1.33106	0.0
1262995200	1.36249	1.37466	1.3788	1.35839	0.0
1262998800	1.37466	1.36391	1.37783	1.36077	0.0
1263002400	1.36391	1.36124	1.36405	1.3611	0.0
1263006000	1.36124	1.36783	1.37803	1.35108	0.0
1263009600	1.36783	1.38858	1.39262	1.36385	0.0
1263013200	1.38858	1.39715	1.41112	1.3747	0.0
1263016800	1.39715	1.41057	1.41974	1.38806	0.0
1263020400	1.41057	1.42392	1.43614	1.39846	0.0
1263024000	1.42392	1.39747	1.42503	1.39638	0.0
1263027600	1.39747	1.37296	1.40016	1.37032	0.0
1263031200	1.37296	1.37762	1.37803	1.37256	0.0
1263034800	1.37762	1.37027	1.39087	1.3571	0.0
1263038400	1.37027	1.36352	1.39382	1.34009	0.0
1263042000	1.36352	1.36259	1.36624	1.35988	0.0
1263045600	1.36259	1.36056	1.37062	1.35254	0.0
1263049200	1.36056	1.3834	1.38759	1.35644	0.0
1263052800	1.3834	1.3779	1.38632	1.37499	0.0
1263056400	1.3779	1.39954	1.40119	1.37627	0.0
1263060000	1.39954	1.4107	1.42504	1.38531	0.0
1263063600	1.4107	1.39214	1.41074	1.3921	0.0
1263067200	1.39214	1.39617	1.39635	1.39196	0.0
1263070800	1.39617	1.41188	1.41373	1.39434	0.0
1263074400	1.41188	1.38919	1.4134	1.38769	0.0
1263078000	1.38919	1.38351	1.39263	1.38008	0.0
1263081600	1.38351	1.3667	1.38555	1.36469	0.0
1263085200	1.3667	1.36637	1.3814	1.35168	0.0
1263088800	1.36637	1.37606	1.38417	1.35832	0.0
1263092400	1.37606	1.38607	1.39496	1.36724	0.0
1263096000	1.38607	1.37569	1.38889	1.37289	0.0
1263099600	1.37569	1.36046	1.38954	1.34677	0.0
1263103200	1.36046	1.35602	1.36833	1.34818	0.0
1263106800	1.35602	1.34706	1.35864	1.34445	0.0
1263110400	1.34706	1.36707	1.37184	1.34236	0.0
1263114000	1.36707	1.37387	1.38668	1.35432	0.0
1263117600	1.37387	1.37063	1.38688	1.35764	0.0
1263121200	1.37063	1.39372	1.39508	1.36929	0.0
1263124800	1.39372	1.43068	1.43638	1.38816	0.0
1263128400	1.43068	1.438	1.44585	1.42287	0.0
1263132000	1.438	1.39679	1.44248	1.39244	0.0
1263135600	1.39679	1.3773	1.40322	1.37096	0.0
1263139200	1.3773	1.37354	1.37924	1.3716	0.0
1263142800	1.37354	1.38399	1.3879	1.36967	0.0
1263146400	1.38399	1.38304	1.38582	1.38121	0.0
1263150000	1.38304	1.37849	1.39047	1.37108	0.0
1263153600	1.37849	1.38952	1.40502	1.36311	0.0
1263157200	1.38952	1.39445	1.40837	1.37564	0.0
1263160800	1.39445	1.42229	1.42592	1.39089	0.0
1263164400	1.42229	1.37896	1.44214	1.35971	0.0
1263168000	1.37896	1.35824	1.38067	1.35656	0.0
1263171600	1.35824	1.36447	1.3747	1.34805	0.0
1263175200	1.36447	1.35819	1.3723	1.35039	0.0
1263178800	1.35819	1.34475	1.36037	1.3426	0.0
1263182400	1.34475	1.32842	1.35007	1.32316	0.0
1263186000	1.32842	1.30642	1.3292	1.30565	0.0
1263189600	1.30642	1.28828	1.31458	1.28023	0.0
1263193200	1.28828	1.29211	1.29991	1.2805	0.0
1263196800	1.29211	1.29281	1.30596	1.27897	0.0
1263200400	1.29281	1.30305	1.30903	1.28687	0.0
1263204000	1.30305	1.31039	1.32474	1.28879	0.0
1263207600	1.31039	1.30797	1.31676	1.30161	0.0
1263211200	1.30797	1.289	1.31341	1.28365	0.0
1263214800	1.289	1.29916	1.32604	1.26234	0.0
1263218400	1.29916	1.32755	1.3363	1.2906	0.0
1263222000	1.32755	1.31591	1.32942	1.31405	0.0
1263225600	1.31591	1.32449	1.3265	1.31392	0.0
1263229200	1.32449	1.32694	1.33977	1.31168	0.0
1263232800	1.32694	1.33222	1.33327	1.32589	0.0
1263236400	1.33222	1.33537	1.34014	1.32746	0.0
1263240000	1.33537	1.32052	1.34022	1.31572	0.0
1263243600	1.32052	1.32385	1.34072	1.30369	0.0
1263247200	1.32385	1.34626	1.34922	1.32094	0.0
1263250800	1.34626	1.35028	1.35287	1.34368	0.0
1263254400	1.35028	1.3427	1.35253	1.34046	0.0
1263258000	1.3427	1.35196	1.35221	1.34244	0.0
1263261600	1.35196	1.33443	1.3646	1.32195	0.0
1263265200	1.33443	1.33728	1.34768	1.32405	0.0
1263268800	1.33728	1.34679	1.35454	1.32959	0.0
1263272400	1.34679	1.35217	1.35565	1.34332	0.0
1263276000	1.35217	1.33271	1.35392	1.33098	0.0
1263279600	1.33271	1.32899	1.3403	1.32142	0.0
1263283200	1.32899	1.3043	1.34554	1.28805	0.0
1263286800	1.3043	1.30979	1.31235	1.30175	0.0
1263290400	1.30979	1.30074	1.32491	1.28572	0.0
1263294000	1.30074	1.32881	1.32989	1.29968	0.0
1263297600	1.32881	1.33064	1.33522	1.32423	0.0
1263301200	1.33064	1.31705	1.33292	1.31479	0.0
1263304800	1.31705	1.29173	1.32151	1.28735	0.0
1263308400	1.29173	1.26574	1.29544	1.2621	0.0
1263312000	1.26574	1.30878	1.32176	1.25319	0.0
1263315600	1.30878	1.28611	1.31704	1.278	0.0
1263319200	1.28611	1.29155	1.29573	1.28195	0.0
1263322800	1.29155	1.29942	1.30145	1.28954	0.0
1263326400	1.29942	1.30137	1.3044	1.2964	0.0
1263330000	1.30137	1.27911	1.30264	1.27787	0.0
1263333600	1.27911	1.27617	1.28833	1.26697	0.0
1263337200	1.27617	1.25504	1.28458	1.24676	0.0
1263340800	1.25504	1.26543	1.2745	1.24604	0.0
1263344400	1.26543	1.26091	1.26775	1.25859	0.0
1263348000	1.26091	1.24971	1.26374	1.24691	0.0
1263351600	1.24971	1.26089	1.27648	1.23426	0.0
1263355200	1.26089	1.24172	1.26549	1.23719	0.0
1263358800	1.24172	1.27726	1.28346	1.23569	0.0
1263362400	1.27726	1.29231	1.294	1.27559	0.0
1263366000	1.29231	1.28801	1.29441	1.28591	0.0
1263369600	1.28801	1.25494	1.28963	1.25337	0.0
1263373200	1.25494	1.27459	1.27755	1.25203	0.0
1263376800	1.27459	1.27455	1.28218	1.26696	0.0
1263380400	1.27455	1.29306	1.30255	1.26519	0.0
1263384000	1.29306	1.28558	1.29667	1.28199	0.0
1263387600	1.28558	1.28067	1.29049	1.27578	0.0
1263391200	1.28067	1.27661	1.28067	1.27661	0.0
1263394800	1.27661	1.2587	1.28081	1.25456	0.0
1263398400	1.2587	1.25792	1.27327	1.24336	0.0
1263402000	1.25792	1.26461	1.26967	1.25288	0.0
1263405600	1.26461	1.23012	1.26647	1.2283	0.0
1263409200	1.23012	1.24127	1.24386	1.22755	0.0
1263412800	1.24127	1.20667	1.25287	1.1954	0.0
1263416400	1.20667	1.20373	1.2079	1.20251	0.0
1263420000	1.20373	1.19572	1.207	1.19247	0.0
1263423600	1.19572	1.17334	1.20642	1.16283	0.0
1263427200	1.17334	1.17708	1.17809	1.17234	0.0
1263430800	1.17708	1.15108	1.17926	1.14895	0.0
1263434400	1.15108	1.14652	1.15672	1.1409	0.0
1263438000	1.14652	1.13729	1.15143	1.13242	0.0
1263441600	1.13729	1.12855	1.14924	1.1167	0.0
1263445200	1.12855	1.12663	1.14783	1.10738	0.0
1263448800	1.12663	1.11947	1.13418	1.11196	0.0
1263452400	1.11947	1.10407	1.12747	1.09618	0.0
1263456000	1.10407	1.09186	1.1115	1.08452	0.0
1263459600	1.09186	1.11292	1.11987	1.08505	0.0
1263463200	1.11292	1.11859	1.11887	1.11264	0.0
1263466800	1.11859	1.09999	1.13564	1.08323	0.0
1263470400	1.09999	1.08124	1.10484	1.07648	0.0
1263474000	1.08124	1.07781	1.08635	1.07272	0.0
1263477600	1.07781	1.05705	1.07924	1.05566	0.0
1263481200	1.05705	1.03751	1.06011	1.03451	0.0
1263484800	1.03751	1.04737	1.04919	1.0357	0.0
1263488400	1.04737	1.05946	1.06587	1.04103	0.0
1263492000	1.05946	1.06442	1.07242	1.0515	0.0
1263495600	1.06442	1.05803	1.07039	1.0521	0.0
1263499200	1.05803	1.05772	1.06771	1.04804	0.0
1263502800	1.05772	1.05094	1.06644	1.04228	0.0
1263506400	1.05094	1.03028	1.05353	1.02775	0.0
1263510000	1.03028	1.04496	1.04543	1.02982	0.0
1263513600	1.04496	1.06204	1.06386	1.04317	0.0
1263517200	1.06204	1.07222	1.07726	1.05704	0.0
1263520800	1.07222	1.0977	1.10268	1.06735	0.0
1263524400	1.0977	1.0936	1.10573	1.0856	0.0
1263528000	1.0936	1.11093	1.11798	1.08665	0.0
1263531600	1.11093	1.11752	1.12474	1.10374	0.0
1263535200	1.11752	1.10725	1.12132	1.10348	0.0
1263538800	1.10725	1.09179	1.10771	1.09134	0.0
1263542400	1.09179	1.11693	1.13279	1.07628	0.0
1263546000	1.11693	1.11051	1.12154	1.10593	0.0
1263549600	1.11051	1.10697	1.11788	1.09963	0.0
1263553200	1.10697	1.10801	1.1109	1.10409	0.0
1263556800	1.10801	1.09673	1.1136	1.0912	0.0
1263560400	1.09673	1.08715	1.09955	1.08435	0.0
1263564000	1.08715	1.0861	1.09699	1.07627	0.0
1263567600	1.0861	1.08363	1.08753	1.0822	0.0
1263571200	1.08363	1.07382	1.08667	1.0708	0.0
1263574800	1.07382	1.08612	1.08769	1.07226	0.0
1263578400	1.08612	1.08901	1.09514	1.08	0.0
1263582000	1.08901	1.09034	1.09604	1.08331	0.0
1263585600	1.09034	1.07783	1.09065	1.07752	0.0
1263589200	1.07783	1.07681	1.07927	1.07537	0.0
1263592800	1.07681	1.07764	1.08366	1.0708	0.0
1263596400	1.07764	1.06657	1.08176	1.06249	0.0
1263600000	1.06657	1.05957	1.06772	1.05842	0.0
1263603600	1.05957	1.06359	1.07785	1.04536	0.0
1263607200	1.06359	1.05169	1.06879	1.04655	0.0
1263610800	1.05169	1.06178	1.06526	1.04824	0.0
1263614400	1.06178	1.04391	1.06373	1.04199	0.0
1263618000	1.04391	1.00896	1.04687	1.0061	0.0
1263621600	1.00896	1.0012	1.01494	0.99526	0.0
1263625200	1.0012	0.99678	1.0069	0.9911	0.0
1263628800	0.99678	0.99624	1.00028	0.99275	0.0
1263632400	0.99624	1.00621	1.01599	0.98656	0.0
1263636000	1.00621	0.99827	1.00684	0.99765	0.0
1263639600	0.99827	0.99644	1.00163	0.99309	0.0
1263643200	0.99644	0.98417	0.99679	0.98382	0.0
1263646800	0.98417	0.97632	0.99222	0.96833	0.0
1263650400	0.97632	0.99706	0.99937	0.97405	0.0
1263654000	0.99706	1.01132	1.01209	0.9963	0.0
1263657600	1.01132	1.0165	1.0169	1.01092	0.0
1263661200	1.0165	1.02843	1.03211	1.01285	0.0
1263664800	1.02843	1.04242	1.04878	1.02215	0.0
1263668400	1.04242	1.04	1.04511	1.03732	0.0
1263672000	1.04	1.02658	1.0453	1.02135	0.0
1263675600	1.02658	1.01467	1.03661	1.00475	0.0
1263679200	1.01467	1.00426	1.01822	1.00074	0.0
1263682800	1.00426	0.98551	1.00452	0.98525	0.0
1263686400	0.98551	0.9937	0.99941	0.97985	0.0
1263690000	0.9937	1.01214	1.01229	0.99357	0.0
1263693600	1.01214	1.01118	1.01673	1.0066	0.0
1263697200	1.01118	1.0066	1.01157	1.00621	0.0
1263700800	1.0066	1.02446	1.02892	1.00221	0.0
1263704400	1.02446	1.00624	1.03121	0.9996	0.0
1263708000	1.00624	1.00241	1.00741	1.00124	0.0
1263711600	1.00241	0.99385	1.00546	0.99083	0.0
1263715200	0.99385	0.9898	0.99824	0.98543	0.0
1263718800	0.9898	0.99549	0.9994	0.98591	0.0
1263722400	0.99549	0.97938	1.00238	0.97261	0.0
1263726000	0.97938	0.9789	0.98066	0.97762	0.0
1263729600	0.9789	0.99731	0.99766	0.97856	0.0
1263733200	0.99731	1.00691	1.02007	0.98427	0.0
1263736800	1.00691	1.03417	1.03533	1.00578	0.0
1263740400	1.03417	1.04937	1.05056	1.033	0.0
1263744000	1.04937	1.04416	1.05699	1.03658	0.0
1263747600	1.04416	1.05837	1.07219	1.03053	0.0
1263751200	1.05837	1.06742	1.06996	1.05584	0.0
1263754800	1.06742	1.06185	1.07218	1.05711	0.0
1263758400	1.06185	1.07986	1.08177	1.05998	0.0
1263762000	1.07986	1.08076	1.08803	1.07259	0.0
1263765600	1.08076	1.09911	1.1011	1.0788	0.0
1263769200	1.09911	1.108	1.11848	1.08871	0.0
1263772800	1.108	1.12412	1.13102	1.1012	0.0
1263776400	1.12412	1.1431	1.14664	1.12064	0.0
1263780000	1.1431	1.15824	1.16231	1.13908	0.0
1263783600	1.15824	1.15826	1.1599	1.15661	0.0
1263787200	1.15826	1.15121	1.16428	1.14523	0.0
1263790800	1.15121	1.13345	1.15272	1.13196	0.0
1263794400	1.13345	1.13789	1.14058	1.13077	0.0
1263798000	1.13789	1.12439	1.1447	1.11767	0.0
1263801600	1.12439	1.1324	1.13775	1.11908	0.0
1263805200	1.1324	1.12741	1.14352	1.11633	0.0
1263808800	1.12741	1.14273	1.15721	1.11312	0.0
1263812400	1.14273	1.15561	1.15794	1.14043	0.0
1263816000	1.15561	1.15112	1.1607	1.14605	0.0
1263819600	1.15112	1.14551	1.16313	1.13356	0.0
1263823200	1.14551	1.13557	1.14736	1.13373	0.0
1263826800	1.13557	1.17915	1.18114	1.13365	0.0
1263830400	1.17915	1.18723	1.19166	1.17475	0.0
1263834000	1.18723	1.17426	1.19611	1.16548	0.0
1263837600	1.17426	1.18936	1.20001	1.16375	0.0
1263841200	1.18936	1.18304	1.19276	1.17966	0.0
1263844800	1.18304	1.19531	1.19565	1.1827	0.0
1263848400	1.19531	1.18572	1.20589	1.17522	0.0
1263852000	1.18572	1.18096	1.19315	1.17356	0.0
1263855600	1.18096	1.16761	1.19251	1.15619	0.0
1263859200	1.16761	1.17012	1.17345	1.16429	0.0
1263862800	1.17012	1.17383	1.17747	1.16649	0.0
1263866400	1.17383	1.16651	1.17394	1.1664	0.0
1263870000	1.16651	1.17605	1.18316	1.15946	0.0
1263873600	1.17605	1.18886	1.19095	1.17398	0.0
1263877200	1.18886	1.17937	1.19957	1.16874	0.0
1263880800	1.17937	1.17064	1.18802	1.16205	0.0
1263884400	1.17064	1.1998	1.20488	1.16568	0.0
1263888000	1.1998	1.22162	1.22563	1.19586	0.0
1263891600	1.22162	1.20305	1.23639	1.1885	0.0
1263895200	1.20305	1.23392	1.23397	1.203	0.0
1263898800	1.23392	1.20847	1.24079	1.20174	0.0
1263902400	1.20847	1.2082	1.22092	1.19575	0.0
1263906000	1.2082	1.21097	1.22492	1.19429	0.0
1263909600	1.21097	1.22398	1.22572	1.20925	0.0
1263913200	1.22398	1.24843	1.25527	1.21727	0.0
1263916800	1.24843	1.23349	1.2502	1.23175	0.0
1263920400	1.23349	1.23504	1.24293	1.22561	0.0
1263924000	1.23504	1.24592	1.25199	1.22902	0.0
1263927600	1.24592	1.24755	1.25561	1.23787	0.0
1263931200	1.24755	1.2729	1.28318	1.23747	0.0
1263934800	1.2729	1.26865	1.27606	1.2655	0.0
1263938400	1.26865	1.27483	1.27665	1.26684	0.0
1263942000	1.27483	1.28692	1.29893	1.26294	0.0
1263945600	1.28692	1.27576	1.28884	1.27385	0.0
1263949200	1.27576	1.28472	1.29301	1.26752	0.0
1263952800	1.28472	1.29472	1.30263	1.27687	0.0
1263956400	1.29472	1.26452	1.30208	1.25733	0.0
1263960000	1.26452	1.27001	1.27689	1.25767	0.0
1263963600	1.27001	1.26801	1.27079	1.26724	0.0
1263967200	1.26801	1.2677	1.26803	1.26769	0.0
1263970800	1.2677	1.27327	1.27471	1.26627	0.0
1263974400	1.27327	1.23632	1.28062	1.22918	0.0
1263978000	1.23632	1.22604	1.24012	1.22227	0.0
1263981600	1.22604	1.21814	1.23056	1.21364	0.0
1263985200	1.21814	1.22982	1.23228	1.2157	0.0
1263988800	1.22982	1.23356	1.23395	1.22943	0.0
1263992400	1.23356	1.21607	1.23442	1.21523	0.0
1263996000	1.21607	1.21943	1.21945	1.21605	0.0
1263999600	1.21943	1.16823	1.22422	1.16363	0.0
1264003200	1.16823	1.15314	1.17309	1.14834	0.0
1264006800	1.15314	1.16658	1.1721	1.14768	0.0
1264010400	1.16658	1.17191	1.18528	1.15328	0.0
1264014000	1.17191	1.20653	1.21113	1.16745	0.0
1264017600	1.20653	1.20034	1.2074	1.19948	0.0
1264021200	1.20034	1.20881	1.21609	1.19311	0.0
1264024800	1.20881	1.20909	1.21602	1.20188	0.0
1264028400	1.20909	1.18877	1.21723	1.18076	0.0
1264032000	1.18877	1.20485	1.20904	1.18463	0.0
